user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status,Sentiment
Jasdeep29910602,,Twitter for iPhone,,12-04-2021 03:04,FALSE,17,Not any innocent should be tortured ever #DelhiPolice_TorturingFarmers,0,FALSE,Positive
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,12-04-2021 03:04,FALSE,992,"Each time a man stands up for an ideal, or acts to improve the lot of others, or strikes out against injustice, he… https://t.co/IlLw5Vqekf",0,FALSE,Positive
_ringleader_,,Twitter for Android,,12-04-2021 03:04,TRUE,261,"what does lakha's brother fault ? 

#DelhiPolice_TorturingFarmers",2,FALSE,Positive
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 03:04,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/kDi9mclXyZ",0,FALSE,Negative
nalaikjatt,"Amritsar, India",Twitter Web App,,12-04-2021 03:04,FALSE,45,People who shout “biggest democracy of the world”  cant see this? Democracy is not just abt polling ur vote but rul… https://t.co/ztHTfOuKgn,0,FALSE,Positive
Manpree75939264,,Twitter for iPhone,,12-04-2021 03:04,FALSE,423,Let’s make it no 1 #DelhiPolice_TorturingFarmers https://t.co/5zz4YMkY5v,4,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 03:04,FALSE,192,The current Indian administration is condoning violence against farmers. The world is watching.… https://t.co/uZDjweUIWy,0,FALSE,Positive
MaanAmrit6,,Twitter for Android,,12-04-2021 03:04,FALSE,71,Torture cannot supress https://t.co/7IFz5rDmS3 are not fighting for political reasons but they are fighting for the… https://t.co/QQTjkd5lfD,1,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 03:04,FALSE,561,"Peaceful protesters scare Delhi Police. 
#DelhiPolice_TorturingFarmers
 I Support Farmers! https://t.co/2SHFAIzNoY",0,FALSE,Positive
parmbhullar13,,Twitter for Android,,12-04-2021 03:04,FALSE,25,"#DelhiPolice_TorturingFarmers
#FarmersProtest 

Andhbhakts and Godi media seeing at Delhi borders that farmers are… https://t.co/fIoZ47eSIe",0,FALSE,Positive
Manpree75939264,,Twitter for iPhone,,12-04-2021 03:04,FALSE,423,😂😂😂 I like it #DelhiPolice_TorturingFarmers https://t.co/oHpCdB7vbC,0,FALSE,Positive
Jasdeep29910602,,Twitter for iPhone,,12-04-2021 03:04,FALSE,17,Shameful act of Delhi Police and BjP #DelhiPolice_TorturingFarmers,0,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 03:04,FALSE,71,Modi/Shah are killing democracy by misusing Delhi and Haryana police to arrest the farmer protestors.… https://t.co/U5Nijg3cyA,0,FALSE,Negative
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 03:04,FALSE,494,Delhi police using tear gas on farmers. So many farmers were injured as police hit them on face. Police used expire… https://t.co/Yk5Jhlx0qz,0,FALSE,Positive
gill_psg,,ISupportFarmers,,12-04-2021 03:04,FALSE,64,"Delhi police torturing farmers
#DelhiPolice_TorturingFarmers
 Police to protect, not torture https://t.co/GfYTD3yadb",0,FALSE,Positive
HarjinderKhang2,Ludhana,Twitter for Android,,12-04-2021 03:03,FALSE,236,If @capt_amarinder and @PunjabPoliceInd had approved Delhi Police to abduct and torture Lakha Sidhana’s innocent br… https://t.co/GymzuFSLRg,1,FALSE,Positive
rajasthani03,,ISupportFarmers,,12-04-2021 03:03,FALSE,23,"Was just a trial, says Rakesh Tikait as farmers' blockade of KMP Expressway ends
#DelhiPolice_TorturingFarmers
 Sad… https://t.co/IRmgONWV5I",0,FALSE,Positive
ohi_kudi,,Twitter for iPhone,,12-04-2021 03:03,FALSE,694,Pure dictatorship #DelhiPolice_TorturingFarmers https://t.co/ekx8V5lIzQ,3,FALSE,Positive
rumsomal,"brampton, universe",Twitter for Android,,12-04-2021 03:03,FALSE,1328,"@Kisanektamorcha @capt_amarinder Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest",0,FALSE,Negative
navin4nation,India,Twitter for Android,,12-04-2021 03:03,FALSE,2278,@drhksibia @Tractor2twitr @_ManikGoyal @Bhupinderq33n @drkeeratsays @Bkuektaugrahan @ninabhullar1 @iamrajbuttar… https://t.co/njXNP49C9L,0,FALSE,Positive
HarjinderKhang2,Ludhana,Twitter for Android,,12-04-2021 03:03,FALSE,236,"Before it becomes a norm, @capt_amarinder You need to take serious legal action against @DGPPunjabPolice for abduct… https://t.co/C8FQOjaWoJ",1,FALSE,Negative
gentle_ankit,,Twitter for Android,,12-04-2021 03:03,FALSE,125,"They are saying , oldman is  hired 🥺💔
#FarmersProtest #DAP_खाद_की_दर_कम_करो 
#DelhiPolice_TorturingFarmers https://t.co/M8aaA06Yhj",0,FALSE,Positive
BhagwantSandh12,,ISupportFarmers,,12-04-2021 03:03,FALSE,94,"India farmer protests put police brutality and use of ‘lathis’ under spotlight
#DelhiPolice_TorturingFarmers
 Inqui… https://t.co/HiEvh3BBXm",0,FALSE,Positive
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 03:03,FALSE,69,BJP goons throwing stones at farmers with Delhi police just standing and watching from behind. Shame Delhi police… https://t.co/qjrZqWdMC9,0,FALSE,Negative
HarjinderKhang2,Ludhana,Twitter for Android,,12-04-2021 03:03,FALSE,236,"#DoYouKnow

@DelhiPolice had arrested some farmers while they were shopping for groceries.
False charges were impos… https://t.co/8o66hLjdhd",0,FALSE,Negative
pramod_jareda,"Jaipur, India",Twitter for Android,,12-04-2021 03:03,TRUE,867,"These 3 Farm Laws Will Only Favor Large Corporate Farms, Devastate The Earnings Of Many Farmers &amp; Leave Those Who H… https://t.co/R7xcmVOk3K",1,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 03:03,FALSE,152,Human rights violations in India against farmers must be condemned. The world is watching.… https://t.co/UAA9TSYK1W,0,FALSE,Positive
ruby_roniece,,Twitter for iPhone,,12-04-2021 03:03,FALSE,378,There’s a brutal pattern of #DelhiPolice_TorturingFarmers #FarmersProtest https://t.co/7yMKHkD8AX,0,FALSE,Negative
Rupinde36032134,India,Twitter for iPhone,,12-04-2021 03:03,FALSE,75,"Delhi Police brutally tortured law student from Punjab name gurdeep singh mundi. He is unable to walk , speak. Modi… https://t.co/idzX7DNlp0",0,FALSE,Negative
deeprana1007,,ISupportFarmers,,12-04-2021 03:03,FALSE,71,"Youth farmer Ranjit Singh reveals shocking details of police torture on him
#DelhiPolice_TorturingFarmers
 Support… https://t.co/7FdlmIYcAQ",0,FALSE,Negative
TutSimran,"California, 🇺🇸",Twitter for iPhone,,12-04-2021 03:03,FALSE,60,"@Tractor2twitr Govt of 🇮🇳 needs to engage &amp; listen to farmers 
Govt must stop crushing farmers &amp; our… https://t.co/bQDJgTRRvZ",0,FALSE,Positive
DeDeHeggs,debraheggs@rocketmail.com,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000017B1B495A90>, id='7dc5c6d3bfb10ccc', url='https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json', place_type='admin', name='Wisconsin', full_name='Wisconsin, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000017B1B495A90>, type='Polygon', coordinates=[[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]]), attributes={})",12-04-2021 03:03,TRUE,867,Force Beyond! @Pontifex @HouseofCommons @UKParliament @LloydsofLondon @POTUS @BarackObama And you know I speak trut… https://t.co/i5EGRHn0KC,0,FALSE,Positive
parmind71319899,"Vancouver, British Columbia",Twitter for iPhone,,12-04-2021 03:02,FALSE,727,"@mnprtsandhu34 Noted g
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
judge_rupinder,,ISupportFarmers,,12-04-2021 03:02,FALSE,56,Delhi police is beating farmers. Farmers are peacefully protesting for their demands to be heard.… https://t.co/cmJfAdgXeR,1,FALSE,Positive
Harninder19,,Twitter for Android,,12-04-2021 03:02,FALSE,8,"Delhi police beaten farmer very badly. Repeal black acts and make a act on MSP..
#kisan_jitega
#make_a_act_on_MSP… https://t.co/q2iugV6nEx",0,FALSE,Negative
Manpree75939264,,Twitter for iPhone,,12-04-2021 03:02,FALSE,423,@DelhiPolice world is watching #DelhiPolice_TorturingFarmers https://t.co/4dbYPmW9Kz,0,FALSE,Positive
adivasi_samuday,India,Twitter for Android,,12-04-2021 03:02,TRUE,4346,"March on san Francisco's iconic 
Golden gate bridge is solidarity with the farmers protestors In India. Hundreds ca… https://t.co/j1IjP6AuhN",1,FALSE,Positive
jssaini54634980,,ISupportFarmers,,12-04-2021 03:02,FALSE,164,"Delhi police is beating farmers who are protesting peacefully.
#DelhiPolice_TorturingFarmers
 I support farmers! https://t.co/TdaVWdAgZh",0,FALSE,Positive
AmrinderS_13, ਨਨਹੇੜਾ ਪੰਜਾਬ ਭਾਰਤ।,Twitter for Android,,12-04-2021 03:02,FALSE,515,"Delhi police just a puppet of modi govt 

#DelhiPolice_TorturingFarmers
#FarmersProtest",0,FALSE,Positive
parmind71319899,"Vancouver, British Columbia",Twitter for iPhone,,12-04-2021 03:02,FALSE,727,"@NaveVirk True
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 03:02,FALSE,192,BJP goons throwing stones at farmers with Delhi police just standing and watching from behind. Shame Delhi police… https://t.co/ks1rO2YHoV,0,FALSE,Negative
ohi_kudi,,Twitter for iPhone,,12-04-2021 03:02,FALSE,694,Shame on this government for putting our farmers through so much pain #DelhiPolice_TorturingFarmers https://t.co/F8rcJhVFkv,1,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 03:02,FALSE,561,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 I Support Farmers! https://t.co/so77noVSKU",0,FALSE,Positive
TheNameIzzKunal,"Haryana, India",Twitter for Android,,12-04-2021 03:02,TRUE,53,"We are still fighting  for our rights 
Support farmers, stand with farmers 
Take a back three black law and
We want… https://t.co/lY22H1F49V",1,FALSE,Negative
NauNihal2018,,ISupportFarmers,,12-04-2021 03:02,FALSE,71,The hospitals around Delhi have seen a surge in emergency cases and 80% of those are poor farmers facing the tortur… https://t.co/F08XcLZU7p,0,FALSE,Negative
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 03:02,FALSE,494,"Delhi continue to arrest and harass the peaceful protesters. This must stop. 
#DelhiPolice_TorturingFarmers
 Chardi… https://t.co/wbg4ZOsHml",0,FALSE,Positive
gill_psg,,ISupportFarmers,,12-04-2021 03:02,FALSE,64,"Hospitalised farmer alleges torture by Sathankulam cops

#DelhiPolice_TorturingFarmers
 Police to protect, not tort… https://t.co/VHZ90xpHiH",0,FALSE,Positive
parmind71319899,"Vancouver, British Columbia",Twitter for iPhone,,12-04-2021 03:02,FALSE,727,"@ReBeL_KiDD_ True
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
Manpree75939264,,Twitter for iPhone,,12-04-2021 03:02,FALSE,423,Good night everyone #DelhiPolice_TorturingFarmers https://t.co/9OFdpZtB3a,0,FALSE,Positive
Kampikk,"Melbourne, Victoria",Twitter for Android,,12-04-2021 03:01,FALSE,246,"@Navneet_Tweets_ Delhi is not only complacent but also helping powerful people to stay power...
Delhi police Dancin… https://t.co/EJbjOHcBLY",1,FALSE,Positive
rajasthani03,,ISupportFarmers,,12-04-2021 03:01,FALSE,23,"Haryana and Delhi police continue to arrest peaceful farmer protestors. 
https://t.co/xXy133vq8r… https://t.co/z7YXFN0FkU",0,FALSE,Positive
Manpree75939264,,Twitter for iPhone,,12-04-2021 03:01,FALSE,423,Hate virus #DelhiPolice_TorturingFarmers https://t.co/Tils2ILU1V,1,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 03:01,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/apfPHv6VAh,1,FALSE,Negative
BhagwantSandh12,,ISupportFarmers,,12-04-2021 03:01,FALSE,94,"SC registers suo motu case against Police action on farmers
In an open letter written by Punjab University students… https://t.co/62t4kaSCuI",0,FALSE,Positive
Aab__Aab,,Twitter for iPhone,,12-04-2021 03:01,TRUE,194,Delhi police have no shame. Beating up innocents to cover up any case is their new game. #DelhiPolice_TorturingFarmers,0,FALSE,Negative
karanB698,"Brampton, Ontario",Twitter for iPhone,,12-04-2021 03:01,FALSE,28,Farm laws r not less than death warrant for farmers... support farmers save india...#DelhiPolice_TorturingFarmers,0,FALSE,Positive
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 03:01,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/9IubQ8TazG",0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 03:01,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/HQ82Ewx9rk,0,FALSE,Negative
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 03:01,FALSE,69,Human rights violations in India against farmers must be condemned. The world is watching.… https://t.co/VseDsUjTgR,1,FALSE,Positive
ruby_roniece,,Twitter for iPhone,,12-04-2021 03:01,FALSE,378,"History repeating itself and Punjab government and police bowing to center govt again. 

Punjab’s biggest weakness… https://t.co/HruTVj6FJi",3,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 03:01,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/7O1YzhaEeR,0,FALSE,Negative
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 03:01,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/dpOCU2ygi4",0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 03:01,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/wMbf2NP6QR,0,FALSE,Negative
kaurraman00,,ISupportFarmers,,12-04-2021 03:01,FALSE,152,"Riot police attempt to clear farmers from Delhi protest camp
#DelhiPolice_TorturingFarmers
 Farmers against injusti… https://t.co/rYVqEPcxGj",3,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 03:01,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/wm11KlLsj3,0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 03:01,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/vYUa5pmrZL,0,FALSE,Negative
deeprana1007,,ISupportFarmers,,12-04-2021 03:01,FALSE,71,"Delhi police torturing farmers
#DelhiPolice_TorturingFarmers
 Support Farmers https://t.co/pwACEFtejQ",2,FALSE,Positive
ohi_kudi,,Twitter for iPhone,,12-04-2021 03:01,FALSE,694,I too support our farmers #DelhiPolice_TorturingFarmers https://t.co/Tcwo4jjGSF,3,FALSE,Positive
DS_SPSSM,Delhi,Twitter for Android,,12-04-2021 03:01,FALSE,664,"@suryapsingh_IAS There were twitter trends terming Sikhs' as Terrorists, after Nanded incident. 

Do you see any tr… https://t.co/FWYtergvP8",1,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 03:01,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/AwNFxjggbz,0,FALSE,Negative
Manpree75939264,,Twitter for iPhone,,12-04-2021 03:01,FALSE,423,Let’s make it No-1 trending #DelhiPolice_TorturingFarmers https://t.co/2k3Ad5Vezv,0,FALSE,Positive
judge_rupinder,,ISupportFarmers,,12-04-2021 03:00,FALSE,56,All the tactics used by Delhi police to harm the farmers to the fullest on behest of BJP.… https://t.co/EhN1oWusHL,0,FALSE,Positive
Manu6_k,"New Delhi, India",Twitter for Android,,12-04-2021 03:00,TRUE,257,"@Gurpree55127168 @indijaswaloye If Farmers can alter the flow of water, they can and will surely bend the will of G… https://t.co/r9iUyOfSk4",1,FALSE,Positive
MaanAmrit6,,Twitter for Android,,12-04-2021 03:00,FALSE,71,"Keep fighting we are fighting for the right.
#DelhiPolice_TorturingFarmers",1,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 03:00,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/EA3Iw1Xm4w,0,FALSE,Negative
jssaini54634980,,ISupportFarmers,,12-04-2021 03:00,FALSE,164,"Delhi police torturing farmers
#DelhiPolice_TorturingFarmers
 I support farmers! https://t.co/OEkEwkYa3f",0,FALSE,Positive
Gurwind33930102,,Twitter for iPhone,,12-04-2021 03:00,FALSE,49,Waheguru jee. Very true. Proud to be a Sikh. Request to police to stop torturing our farmers.… https://t.co/Of8TcChHoc,0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 03:00,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/NMa7MKFt7C,0,FALSE,Negative
sumanpreetkaurr,ਅੰਮ੍ਰਿਤਸਰ,Twitter for Android,,12-04-2021 03:00,FALSE,671,"We are farmers 
We want  our  rights 
#DelhiPolice_TorturingFarmers https://t.co/ors0c0LieA",3,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 03:00,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/Ohnu8eiwmu,0,FALSE,Negative
Manniepreet,,NoFoodNoFarmer,,12-04-2021 03:00,FALSE,192,Delhi police is beating farmers. Farmers are peacefully protesting for their demands to be heard.… https://t.co/l0e7FA5GNS,2,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 03:00,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/2zAQLKprkl,0,FALSE,Negative
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 03:00,TRUE,89,"Jallianwalan bagh went down as a black day in history when British Police tortured protesting Indians.
But even his… https://t.co/xO7zEnkXty",0,FALSE,Negative
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 03:00,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/48w4CBHHRb",0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 03:00,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/suTjJkFNQn,0,FALSE,Negative
Khangura_06,,Twitter for Android,,12-04-2021 03:00,FALSE,15,"Farmers protest still going on... #DelhiPolice_TorturingFarmers 
#Farmers
#NoFarmersNoFood",0,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 03:00,FALSE,561,"Haryana and Delhi police continue to arrest peaceful farmer protestors. 
https://t.co/0GwinARm64… https://t.co/yZWtfZyPrj",0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 03:00,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/1MJAaPcr4Q,0,FALSE,Negative
Manu6_k,"New Delhi, India",Twitter for Android,,12-04-2021 03:00,TRUE,257,@SukhdevSingh_ Delhi Police arrested some farmers while they were shopping for groceries. False charges being impos… https://t.co/yy4fFcAW2f,0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 03:00,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/JAnKbH6KEX,1,FALSE,Negative
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 03:00,FALSE,494,"One tractor and so many policemen beating the farmers mercilessly. Shame BJP
#DelhiPolice_TorturingFarmers
 Chardi… https://t.co/63cuOYGmON",0,FALSE,Negative
